rep,N,alpha,m0_target,m0_realized,z_init,tau_z,m_final,m_other_max,r_active,r_z,t_final,converged,closed_frac,time_since_last_switch,m_ungated,r_ungated,ungated_converged,t_ungated
0,1000,0.2,0.699999988079071,0.699999988079071,random,3.0,0.8269211053848267,0.1048582941293716,1.9460174655068186e-06,2.711840807023691e-06,138.9999999999964,1.0,0.522,50.49999999999714,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,random,10.0,0.7835105061531067,0.1258814632892608,4.274375605761181e-06,7.079658098518848e-05,280.9999999999954,1.0,0.508,50.6000000000042,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,random,30.0,0.780221700668335,0.131367951631546,1.551003953619974e-06,0.0005118683911859,364.0000000000143,1.0,0.5,50.20000000001141,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,random,100.0,0.7510367631912231,0.1413752734661102,8.50010927510558e-07,0.0019843277987092,962.0000000001502,1.0,0.497,114.50000000002603,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,random,300.0,0.7524152994155884,0.1373678892850875,1.2121561462048195e-06,0.0019989982247352,2835.999999998516,1.0,0.481,62.39999999994325,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,0.1000000014901161,0.8371556401252747,0.0916267558932304,1.5723253786033762e-06,1.1355081142028213e-07,106.9999999999982,1.0,0.509,50.99999999999767,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,0.3000000119209289,0.8617194294929504,0.0941496714949607,4.8063541335026656e-06,6.330642463581171e-07,141.99999999999622,1.0,0.514,50.39999999999715,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,1.0,0.8593531250953674,0.110701784491539,5.547446092122208e-05,2.2270985937211663e-05,153.99999999999554,1.0,0.508,50.79999999999713,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,3.0,0.8211921453475952,0.126912921667099,2.6754251332744563e-06,3.688492597575532e-06,126.99999999999706,1.0,0.513,50.79999999999711,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,10.0,0.6721140742301941,0.1852966547012329,1.1687456660504042e-06,5.2401001084945165e-06,168.99999999999469,1.0,0.513,50.49999999999714,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,30.0,0.516318142414093,0.2451627105474472,1.0698233924085456e-06,0.0001277161791222,284.9999999999963,1.0,0.512,50.800000000005326,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,100.0,0.3077634274959564,0.2476557940244674,9.792557476575716e-07,0.001984336413443,668.0000000000833,1.0,0.504,63.400000000014415,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,all_open,300.0,0.2054912745952606,0.2770783901214599,9.0773095455346e-07,0.0019959097262471,1981.9999999992929,1.0,0.508,101.99999999990725,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,0.1000000014901161,0.8980076909065247,0.0892598703503608,1.6064800425125354e-06,1.1368432240033145e-07,144.99999999999605,1.0,0.511,50.99999999999712,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,0.3000000119209289,0.8992456793785095,0.0890342742204666,1.3700191971755189e-06,1.5579537659959897e-07,116.99999999999764,1.0,0.512,50.79999999999711,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,1.0,0.9000086784362793,0.0856901556253433,1.382958637609029e-06,5.661019599756401e-07,91.99999999999903,1.0,0.513,50.79999999999873,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,3.0,0.8984095454216003,0.0882600769400596,2.5205714960677385e-06,3.316697757327347e-06,130.99999999999685,1.0,0.513,50.59999999999714,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,10.0,0.8842249512672424,0.0922307595610618,9.009671792034585e-06,4.593401536112651e-05,340.0000000000088,1.0,0.514,50.30000000001144,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,30.0,0.8697678446769714,0.1049417853355407,8.367216374003211e-07,0.0002442710974719,380.0000000000179,1.0,0.514,50.30000000001144,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,100.0,0.8229699730873108,0.1257358938455581,8.386780626632559e-07,0.001998406369239,880.0000000001315,1.0,0.509,61.600000000014006,0.2052346616983413,1.547534338897094e-06,1.0,562.0
0,1000,0.2,0.8999999761581421,0.8999999761581421,random,300.0,0.8126407265663147,0.1174335107207298,1.156655850557407e-06,0.001899481518194,2246.999999999052,1.0,0.512,50.099999999954434,0.2052346616983413,1.547534338897094e-06,1.0,562.0
